idea_id,title,tagline,description,problem_statement,domain,category,required_skills,team_size,complexity_level,estimated_timeline,what_you_need,technologies,original_stars,original_forks,source,repository_url
1759,git-point,GitHub in your pocket :iphone:,"GitHub in your pocket :iphone:

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Mobile Development problems.,Mobile Development,react_native,"[""React Native"", ""JavaScript"", ""Shell"", ""Mobile Dev"", ""CSS"", ""Java"", ""Objective-C"", ""Starlark""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: React Native, JavaScript, Shell. Open to learning together!","[""android"", ""github"", ""github-client"", ""gitpoint"", ""ios"", ""react-native""]",4759,782,github_transformed,https://github.com/gitpoint/git-point
1760,react-swipeable-views,A React component for swipeable views. :snowflake:,"A React component for swipeable views. :snowflake:

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,react_native,"[""TypeScript"", ""HTML/CSS"", ""React Native"", ""JavaScript"", ""Mobile Dev"", ""React"", ""Frontend""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: TypeScript, HTML/CSS, React Native. Open to learning together!","[""component"", ""react"", ""react-native"", ""swipe"", ""swipeable""]",4474,486,github_transformed,https://github.com/oliviertassinari/react-swipeable-views
1761,gluestack-ui,React & React Native Components & Patterns (copy-paste components & patterns crafted with Tailwind CSS (NativeWind)),"React & React Native Components & Patterns (copy-paste components & patterns crafted with Tailwind CSS (NativeWind))

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building Mobile Development applications requires expertise that's not easily accessible to students.,Mobile Development,react_native,"[""TypeScript"", ""HTML/CSS"", ""React Native"", ""JavaScript"", ""Mobile Dev"", ""CSS"", ""Handlebars"", ""React""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: TypeScript, HTML/CSS, React Native. Open to learning together!","[""accessibility"", ""component-library"", ""customizable-components"", ""design-system"", ""react"", ""react-native""]",4452,179,github_transformed,https://github.com/gluestack/gluestack-ui
1762,sdk-for-react-native,[READ ONLY] Official Appwrite React Native SDK 💙 ⚛︎,"[READ ONLY] Official Appwrite React Native SDK 💙 ⚛︎

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Mobile Development problems.,Mobile Development,react_native,"[""TypeScript"", ""React Native"", ""JavaScript"", ""Mobile Dev"", ""Frontend""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: TypeScript, React Native, JavaScript. Open to learning together!","[""appwrite"", ""baas"", ""javascript"", ""react-native"", ""typescript""]",4319,36,github_transformed,https://github.com/appwrite/sdk-for-react-native
1763,one,"❶ One is a new React framework - target web and native with a single Vite plugin and fully shared code, so you can ship cross-platform nearly as easy as single-platform.","❶ One is a new React framework - target web and native with a single Vite plugin and fully shared code, so you can ship cross-platform nearly as easy as single-platform.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,react_native,"[""HTML"", ""TypeScript"", ""HTML/CSS"", ""React Native"", ""JavaScript"", ""Rust"", ""Shell"", ""Mobile Dev""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, TypeScript, HTML/CSS. Open to learning together!","[""local-first"", ""react"", ""react-native"", ""vite""]",4280,107,github_transformed,https://github.com/onejs/one
1764,react-native-permissions,"An unified permissions API for React Native on iOS, Android and Windows.","An unified permissions API for React Native on iOS, Android and Windows.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building Mobile Development applications requires expertise that's not easily accessible to students.,Mobile Development,react_native,"[""Objective-C++"", ""TypeScript"", ""HTML/CSS"", ""Kotlin"", ""React Native"", ""JavaScript"", ""C++"", ""C""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: Objective-C++, TypeScript, HTML/CSS. Open to learning together!","[""authorization"", ""permissions"", ""react"", ""react-native""]",4276,846,github_transformed,https://github.com/zoontek/react-native-permissions
1765,iconoir,"An open source icons library with 1600+ icons, supporting React, React Native, Flutter, Vue, Figma, and Framer.","An open source icons library with 1600+ icons, supporting React, React Native, Flutter, Vue, Figma, and Framer.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,react_native,"[""HTML"", ""TypeScript"", ""HTML/CSS"", ""Kotlin"", ""Dart"", ""React Native"", ""JavaScript"", ""C++""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, TypeScript, HTML/CSS. Open to learning together!","[""figma"", ""flutter"", ""framer"", ""icon"", ""icons"", ""react""]",4222,184,github_transformed,https://github.com/iconoir-icons/iconoir
1766,rainbow,🌈‒ the Ethereum wallet that lives in your pocket,"🌈‒ the Ethereum wallet that lives in your pocket

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Mobile Development problems.,Mobile Development,react_native,"[""Objective-C++"", ""TypeScript"", ""Kotlin"", ""React Native"", ""JavaScript"", ""C"", ""Shell"", ""Mobile Dev""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: Objective-C++, TypeScript, Kotlin. Open to learning together!","[""defi"", ""ethereum"", ""ethereum-wallet"", ""rainbow"", ""react-native""]",4199,681,github_transformed,https://github.com/rainbow-me/rainbow
1767,react-native-bootsplash,🚀 Show a splash screen during app startup. Hide it when you are ready.,"🚀 Show a splash screen during app startup. Hide it when you are ready.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,react_native,"[""Objective-C++"", ""HTML"", ""TypeScript"", ""HTML/CSS"", ""Kotlin"", ""React Native"", ""JavaScript"", ""Mobile Dev""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: Objective-C++, HTML, TypeScript. Open to learning together!","[""bootsplash"", ""react"", ""react-native"", ""splash-screen"", ""splashscreen""]",4041,276,github_transformed,https://github.com/zoontek/react-native-bootsplash
1768,upgrade-helper,⚛️ A web tool to support React Native developers in upgrading their apps.,"⚛️ A web tool to support React Native developers in upgrading their apps.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,react_native,"[""HTML"", ""TypeScript"", ""HTML/CSS"", ""React Native"", ""JavaScript"", ""Mobile Dev"", ""CSS"", ""React""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, TypeScript, HTML/CSS. Open to learning together!","[""react"", ""react-native"", ""rn-diff"", ""rn-diff-purge"", ""upgrade-tool""]",3957,126,github_transformed,https://github.com/react-native-community/upgrade-helper
1769,react-native-blur,React Native Blur component,"React Native Blur component

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,react_native,"[""Objective-C++"", ""TypeScript"", ""React Native"", ""JavaScript"", ""Mobile Dev"", ""Java"", ""Ruby"", ""Objective-C""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: Objective-C++, TypeScript, React Native. Open to learning together!","[""react-native"", ""react-native-blur"", ""react-native-component""]",3854,571,github_transformed,https://github.com/Kureev/react-native-blur
1770,flutter,Flutter makes it easy and fast to build beautiful apps for mobile and beyond,"Flutter makes it easy and fast to build beautiful apps for mobile and beyond

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,flutter,"[""HTML"", ""Dart"", ""Flutter"", ""Lex"", ""Ruby"", ""Objective-C++"", ""PowerShell"", ""Mobile Dev""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Dart, Flutter. Open to learning together!","[""android"", ""app-framework"", ""cross-platform"", ""dart"", ""dart-platform"", ""desktop""]",173212,29290,github_transformed,https://github.com/flutter/flutter
1771,rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.","An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building Mobile Development applications requires expertise that's not easily accessible to students.,Mobile Development,flutter,"[""HTML"", ""Dart"", ""Flutter"", ""Ruby"", ""Objective-C++"", ""AppleScript"", ""Rust"", ""Mobile Dev""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Dart, Flutter. Open to learning together!","[""android"", ""anydesk"", ""dart"", ""flatpak"", ""flutter"", ""flutter-apps""]",99186,14586,github_transformed,https://github.com/rustdesk/rustdesk
1772,localsend,An open-source cross-platform alternative to AirDrop,"An open-source cross-platform alternative to AirDrop

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Mobile Development problems.,Mobile Development,flutter,"[""HTML"", ""Kotlin"", ""Dart"", ""Rust"", ""JavaScript"", ""C++"", ""Flutter"", ""PowerShell""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Kotlin, Dart. Open to learning together!","[""dart"", ""file-sharing"", ""flutter"", ""flutter-apps""]",68307,3661,github_transformed,https://github.com/localsend/localsend
1773,AppFlowy,"Bring projects, wikis, and teams together with AI. AppFlowy is the AI collaborative workspace where you achieve more without losing control of your data. The leading open source Notion alternative.","Bring projects, wikis, and teams together with AI. AppFlowy is the AI collaborative workspace where you achieve more without losing control of your data. The leading open source Notion alternative.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""HTML"", ""Dart"", ""Flutter"", ""Ruby"", ""Rust"", ""Mobile Dev"", ""Java"", ""CMake""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Dart, Flutter. Open to learning together!","[""blog"", ""confluence-alternative"", ""content-management"", ""content-services"", ""documentation"", ""flutter""]",65765,4591,github_transformed,https://github.com/AppFlowy-IO/AppFlowy
1774,awesome-flutter,"An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more.","An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""Mobile Dev"", ""Flutter"", ""Dart""]",4,High,4-6 months,"Looking for 3 team member(s) with skills in: Mobile Dev, Flutter, Dart. Open to learning together!","[""android"", ""awesome"", ""awesome-list"", ""collections"", ""cross-platform"", ""dartlang""]",57416,6804,github_transformed,https://github.com/Solido/awesome-flutter
1775,spotube,🎧 Open source music client! Available for both desktop & mobile!,"🎧 Open source music client! Available for both desktop & mobile!

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""HTML"", ""Dart"", ""Flutter"", ""Ruby"", ""PowerShell"", ""Mobile Dev"", ""Java"", ""CMake""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Dart, Flutter. Open to learning together!","[""android"", ""android-client"", ""android-music-player"", ""desktop-client"", ""fdroid"", ""flutter""]",41619,1794,github_transformed,https://github.com/KRTirtho/spotube
1776,revanced-manager,💊 Application to use ReVanced on Android,"💊 Application to use ReVanced on Android

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""Mobile Dev"", ""Flutter"", ""Kotlin"", ""Dart""]",4,High,4-6 months,"Looking for 3 team member(s) with skills in: Mobile Dev, Flutter, Kotlin. Open to learning together!","[""android"", ""flutter"", ""flutter-apps"", ""manager"", ""modding"", ""patching""]",23527,925,github_transformed,https://github.com/ReVanced/revanced-manager
1777,FlClash,"A multi-platform proxy client based on ClashMeta,simple and easy to use, open-source and ad-free.","A multi-platform proxy client based on ClashMeta,simple and easy to use, open-source and ad-free.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building Mobile Development applications requires expertise that's not easily accessible to students.,Mobile Development,flutter,"[""AIDL"", ""Kotlin"", ""Dart"", ""Rust"", ""C++"", ""Flutter"", ""Go"", ""C""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: AIDL, Kotlin, Dart. Open to learning together!","[""clash"", ""clash-meta"", ""flutter"", ""hysteria"", ""multi-platform"", ""proxy""]",22698,1354,github_transformed,https://github.com/chen08209/FlClash
1778,Best-Flutter-UI-Templates,completely free for everyone. Its build-in Flutter Dart.,"completely free for everyone. Its build-in Flutter Dart.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""Kotlin"", ""Dart"", ""Flutter"", ""Mobile Dev"", ""Swift"", ""Objective-C""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Kotlin, Dart, Flutter. Open to learning together!","[""cross-platform"", ""flutter"", ""flutter-app"", ""flutter-apps"", ""flutter-demo"", ""flutter-examples""]",22112,4774,github_transformed,https://github.com/mitesh77/Best-Flutter-UI-Templates
1779,FlutterExampleApps,"[Example APPS] Basic Flutter apps, for flutter devs.","[Example APPS] Basic Flutter apps, for flutter devs.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,flutter,"[""Mobile Dev"", ""Flutter"", ""Dart""]",4,High,4-6 months,"Looking for 3 team member(s) with skills in: Mobile Dev, Flutter, Dart. Open to learning together!","[""android"", ""apps"", ""cross-platform"", ""dart"", ""dartlang"", ""flutter""]",21288,3826,github_transformed,https://github.com/iampawan/FlutterExampleApps
1780,gopeed,A modern download manager that supports all platforms.  Built with Golang and Flutter.,"A modern download manager that supports all platforms.  Built with Golang and Flutter.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building Mobile Development applications requires expertise that's not easily accessible to students.,Mobile Development,flutter,"[""HTML"", ""Kotlin"", ""Dart"", ""JavaScript"", ""C++"", ""Flutter"", ""Go"", ""C""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Kotlin, Dart. Open to learning together!","[""android"", ""bittorrent"", ""cross-platform"", ""debian"", ""downloader"", ""flutter""]",20519,1415,github_transformed,https://github.com/GopeedLab/gopeed
1781,MMKV,"An efficient, small mobile key-value storage framework developed by WeChat. Works on Android, iOS, macOS, Windows, POSIX, and OHOS.","An efficient, small mobile key-value storage framework developed by WeChat. Works on Android, iOS, macOS, Windows, POSIX, and OHOS.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,flutter,"[""Dart"", ""Flutter"", ""Ruby"", ""Backend"", ""Objective-C++"", ""AIDL"", ""Mobile Dev"", ""Java""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Dart, Flutter, Ruby. Open to learning together!","[""android"", ""flutter"", ""golang"", ""ios"", ""key-value"", ""kotlin""]",18231,1953,github_transformed,https://github.com/Tencent/MMKV
1782,Kazumi,基于自定义规则的番剧采集APP，支持流媒体在线观看，支持弹幕，支持实时超分辨率。,"基于自定义规则的番剧采集APP，支持流媒体在线观看，支持弹幕，支持实时超分辨率。

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Mobile Development problems.,Mobile Development,flutter,"[""HTML"", ""Kotlin"", ""Dart"", ""ANTLR"", ""C++"", ""Flutter"", ""C"", ""Shell""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Kotlin, Dart. Open to learning together!","[""android"", ""anime"", ""cross-platform"", ""danmaku"", ""flutter"", ""ios""]",16472,470,github_transformed,https://github.com/Predidit/Kazumi
1783,gsy_github_app_flutter,Flutter 超完整的开源项目，功能丰富，适合学习和日常使用。GSYGithubApp系列的优势：我们目前已经拥有Flutter、Weex、ReactNative、kotlin 四个版本。 功能齐全，项目框架内技术涉及面广，完成度高，持续维护，配套文章，适合全面学习，对比参考。跨平台的开源Github客户端App，更好的体验，更丰富的功能，旨在更好的日常管理和维护个人Github，提供更好更方便的驾车体验Σ(￣。￣ﾉ)ﾉ。同款Weex版本 ： https://github.com/CarGuo/GSYGithubAppWeex    、同款React Native版本 ： https://github.com/CarGuo/GSYGithubApp 、原生 kotlin 版本 https://github.com/CarGuo/GSYGithubAppKotlin,"Flutter 超完整的开源项目，功能丰富，适合学习和日常使用。GSYGithubApp系列的优势：我们目前已经拥有Flutter、Weex、ReactNative、kotlin 四个版本。 功能齐全，项目框架内技术涉及面广，完成度高，持续维护，配套文章，适合全面学习，对比参考。跨平台的开源Github客户端App，更好的体验，更丰富的功能，旨在更好的日常管理和维护个人Github，提供更好更方便

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building Mobile Development applications requires expertise that's not easily accessible to students.,Mobile Development,flutter,"[""HTML"", ""Kotlin"", ""Dart"", ""Flutter"", ""Mobile Dev"", ""CSS"", ""Swift"", ""Ruby""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Kotlin, Dart. Open to learning together!","[""android"", ""cross-platform"", ""dart"", ""dartlang"", ""flutter"", ""flutter-app""]",15269,2601,github_transformed,https://github.com/CarGuo/gsy_github_app_flutter
1784,flet,"Flet enables developers to easily build realtime web, mobile and desktop apps in Python. No frontend experience required.","Flet enables developers to easily build realtime web, mobile and desktop apps in Python. No frontend experience required.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""HTML"", ""Kotlin"", ""Dart"", ""Dockerfile"", ""JavaScript"", ""C++"", ""Flutter"", ""C""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Kotlin, Dart. Open to learning together!","[""android"", ""cross-platform"", ""desktop"", ""flutter"", ""ios"", ""python""]",14460,584,github_transformed,https://github.com/flet-dev/flet
1785,dio,"A powerful HTTP client for Dart and Flutter, which supports global settings, Interceptors, FormData, aborting and canceling a request, files uploading and downloading, requests timeout, custom adapters, etc.","A powerful HTTP client for Dart and Flutter, which supports global settings, Interceptors, FormData, aborting and canceling a request, files uploading and downloading, requests timeout, custom adapter

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,flutter,"[""HTML"", ""Kotlin"", ""Dart"", ""C++"", ""Flutter"", ""C"", ""Shell"", ""Mobile Dev""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Kotlin, Dart. Open to learning together!","[""adapter"", ""cancellable"", ""dart"", ""dio"", ""flutter"", ""http""]",12720,1543,github_transformed,https://github.com/cfug/dio
1786,pilipala,PiliPala 是使用Flutter开发的BiliBili第三方客户端，感谢使用。,"PiliPala 是使用Flutter开发的BiliBili第三方客户端，感谢使用。

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""HTML"", ""Kotlin"", ""Dart"", ""C++"", ""Flutter"", ""C"", ""Shell"", ""Mobile Dev""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Kotlin, Dart. Open to learning together!","[""bilibili"", ""dart"", ""flutter"", ""material-ui""]",12552,895,github_transformed,https://github.com/guozhigq/pilipala
1787,bloc,A predictable state management library that helps implement the BLoC design pattern,"A predictable state management library that helps implement the BLoC design pattern

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Mobile Development problems.,Mobile Development,flutter,"[""HTML"", ""TypeScript"", ""Kotlin"", ""Dart"", ""JavaScript"", ""Flutter"", ""Mobile Dev"", ""Java""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, TypeScript, Kotlin. Open to learning together!","[""angulardart"", ""bloc"", ""concurrency"", ""dart"", ""dart-library"", ""dart-web""]",12284,3418,github_transformed,https://github.com/felangel/bloc
1788,getx,"Open screens/snackbars/dialogs/bottomSheets without context, manage states and inject dependencies easily with Get.","Open screens/snackbars/dialogs/bottomSheets without context, manage states and inject dependencies easily with Get.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""HTML"", ""Kotlin"", ""Dart"", ""C++"", ""Flutter"", ""C"", ""Shell"", ""Mobile Dev""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Kotlin, Dart. Open to learning together!","[""dart"", ""dependency-injection"", ""flutter"", ""framework"", ""get"", ""getx""]",11000,1692,github_transformed,https://github.com/jonataslaw/getx
1789,flame,A Flutter based game engine.,"A Flutter based game engine.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building Mobile Development applications requires expertise that's not easily accessible to students.,Mobile Development,flutter,"[""HTML"", ""Dart"", ""C#"", ""Flutter"", ""PLSQL"", ""Mobile Dev"", ""Shell"", ""Unity""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Dart, C#. Open to learning together!","[""dart"", ""flame"", ""flutter"", ""game"", ""game-development"", ""game-engine""]",10182,986,github_transformed,https://github.com/flame-engine/flame
1790,fluentui-system-icons,"Fluent System Icons are a collection of familiar, friendly and modern icons from Microsoft.","Fluent System Icons are a collection of familiar, friendly and modern icons from Microsoft.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""HTML"", ""Dart"", ""Flutter"", ""Ruby"", ""Mobile Dev"", ""Java"", ""Frontend"", ""Objective-C""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, Dart, Flutter. Open to learning together!","[""android"", ""design"", ""fluent"", ""flutter"", ""icons"", ""ios""]",10126,738,github_transformed,https://github.com/microsoft/fluentui-system-icons
1791,pixez-flutter,一个支持免代理直连及查看动图的第三方Pixiv flutter客户端,"一个支持免代理直连及查看动图的第三方Pixiv flutter客户端

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,flutter,"[""HTML"", ""TypeScript"", ""Kotlin"", ""Dart"", ""C++"", ""Flutter"", ""C"", ""Mobile Dev""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, TypeScript, Kotlin. Open to learning together!","[""android"", ""flutter"", ""ios"", ""pixez"", ""pixiv""]",9822,375,github_transformed,https://github.com/Notsfsssf/pixez-flutter
1792,invoiceninja,"A source-available invoice, quote, project and time-tracking app built with Laravel","A source-available invoice, quote, project and time-tracking app built with Laravel

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Mobile Development applications.,Mobile Development,flutter,"[""HTML"", ""TypeScript"", ""Dart"", ""JavaScript"", ""XSLT"", ""Flutter"", ""Mobile Dev"", ""PHP""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, TypeScript, Dart. Open to learning together!","[""einvoicing"", ""expenses"", ""flutter"", ""hacktoberfest"", ""invoice"", ""invoiceninja""]",9194,2479,github_transformed,https://github.com/invoiceninja/invoiceninja
1793,flutterfire,🔥 A collection of Firebase plugins for Flutter apps.,"🔥 A collection of Firebase plugins for Flutter apps.

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Mobile Development tools are either too complex or too limited for student projects.,Mobile Development,flutter,"[""HTML"", ""TypeScript"", ""Kotlin"", ""Dart"", ""JavaScript"", ""C++"", ""Flutter"", ""C""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: HTML, TypeScript, Kotlin. Open to learning together!","[""dart"", ""firebase"", ""flutter"", ""google""]",9053,4089,github_transformed,https://github.com/firebase/flutterfire
1794,FlutterDouBan,"🔥🔥🔥Flutter豆瓣客户端,Awesome Flutter Project,全网最100%还原豆瓣客户端。首页、书影音、小组、市集及个人中心，一个不拉。（ https://img.xuvip.top/douyademo.mp4）","🔥🔥🔥Flutter豆瓣客户端,Awesome Flutter Project,全网最100%还原豆瓣客户端。首页、书影音、小组、市集及个人中心，一个不拉。（ https://img.xuvip.top/douyademo.mp4）

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Mobile Development problems.,Mobile Development,flutter,"[""Dart"", ""Flutter"", ""Mobile Dev"", ""Java"", ""Ruby"", ""Objective-C""]",3,Medium,2-3 months,"Looking for 2 team member(s) with skills in: Dart, Flutter, Mobile Dev. Open to learning together!","[""android"", ""dart"", ""flutter"", ""ios""]",9035,1882,github_transformed,https://github.com/kaina404/FlutterDouBan
1795,flutter_architecture_samples,TodoMVC for Flutter,"TodoMVC for Flutter

This project explores Mobile Development and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Mobile Development problems.,Mobile Development,flutter,"[""HTML"", ""Kotlin"", ""Dart"", ""C++"", ""Flutter"", ""C"", ""Shell"", ""Mobile Dev""]",4,Medium,2-3 months,"Looking for 3 team member(s) with skills in: HTML, Kotlin, Dart. Open to learning together!","[""dart"", ""flutter"", ""redux""]",8855,1718,github_transformed,https://github.com/brianegan/flutter_architecture_samples
